SAMPLE_ID, SAMPLE_NAME, GENE_NAME, REGULATION, Z_SCORE, ID_STUDY
1779649,TCGA-BH-A0WA-01,NRAS,over,       3.132,414
2339844,TCGA-W9-A837-01,NRAS,normal,      -1.538,545
2457509,TCGA-EW-A6SD-01,NRAS,normal,      -0.168,414
2194828,TCGA-55-7576-01,NRAS,normal,       1.910,417
1801069,TCGA-A3-3311-01,NRAS,over,       2.345,416
1650937,TCGA-A6-3810-01,NRAS,normal,       1.032,376
1899592,TCGA-A1-A0SF-01,NRAS,normal,      -0.852,414
2120251,TCGA-06-0171-02,NRAS,normal,      -0.690,329
2262786,TCGA-P5-A5ET-01,NRAS,normal,      -1.784,545
2193376,TCGA-C5-A2LX-01,NRAS,normal,       1.276,415
2339595,TCGA-MM-A563-01,NRAS,normal,      -1.407,416
2339352,TCGA-DD-AADD-01,NRAS,over,       2.949,628
2121647,TCGA-EE-A29W-06,NRAS,normal,       0.784,540
2339197,TCGA-GU-AATP-01,NRAS,normal,      -0.861,413
2121657,TCGA-EE-A2GE-06,NRAS,normal,      -0.506,540
2187894,TCGA-A2-A0EP-01,NRAS,normal,      -0.324,414
1338086,TCGA-28-2509-01,NRAS,normal,       1.624,329
2195068,TCGA-60-2697-01,NRAS,normal,      -0.779,418
1779234,TCGA-BT-A20P-01,NRAS,normal,      -0.588,413
1899980,TCGA-BH-A1FE-06,NRAS,normal,      -0.119,414
2269770,TCGA-IS-A3KA-01,NRAS,normal,      -1.077,635
2198323,TCGA-BS-A0VI-01,NRAS,normal,      -1.218,419
2121548,TCGA-D3-A51T-06,NRAS,normal,       0.083,540
2198404,TCGA-FI-A2EU-01,NRAS,normal,       0.918,419
1475129,TCGA-61-2104-01,NRAS,normal,       0.726,331
2270233,TCGA-IG-A4QT-01,NRAS,normal,      -1.159,633
2457421,TCGA-E1-A7YJ-01,NRAS,normal,      -0.898,545
2385719,TCGA-BB-A5HU-01,NRAS,normal,       1.187,627
1651036,TCGA-AA-3814-01,NRAS,normal,       1.385,376
2339448,TCGA-XK-AAJ3-01,NRAS,normal,      -0.246,435
1650987,TCGA-AA-3527-01,NRAS,normal,      -1.741,376
1651533,TCGA-AG-3586-01,NRAS,normal,       0.029,375
2194248,TCGA-DU-8162-01,NRAS,normal,      -0.724,545
2193364,TCGA-C5-A1MF-01,NRAS,normal,      -1.324,415
2457451,TCGA-5M-AATE-01,NRAS,normal,      -0.414,376
1914108,TCGA-97-7553-01,NRAS,normal,       1.095,417
1651147,TCGA-AD-6963-01,NRAS,normal,       0.887,376
1899647,TCGA-A2-A25B-01,NRAS,normal,      -1.594,414
2187775,TCGA-E2-A14U-01,NRAS,normal,      -1.005,414
1779768,TCGA-DR-A0ZL-01,NRAS,over,       2.030,415
2198412,TCGA-AX-A3FX-01,NRAS,normal,      -0.669,419
2193674,TCGA-CV-7097-01,NRAS,normal,       0.387,627
2457269,TCGA-DX-AB2E-01,NRAS,over,       3.537,635
2193485,TCGA-C9-A480-01,NRAS,normal,      -0.519,627
1783314,TCGA-A5-A0GN-01,NRAS,normal,      -0.793,419
2339331,TCGA-DD-AACA-01,NRAS,normal,       0.515,628
1899770,TCGA-AO-A03N-01,NRAS,normal,      -0.810,414
2193798,TCGA-CN-6024-01,NRAS,normal,      -0.692,627
2193633,TCGA-CR-7382-01,NRAS,normal,       0.221,627
2457483,TCGA-ER-A42H-01,NRAS,normal,       0.218,540
1475044,TCGA-25-1627-01,NRAS,over,       2.293,331
2121601,TCGA-EB-A44N-01,NRAS,normal,      -0.177,540
2194633,TCGA-K7-A6G5-01,NRAS,normal,      -0.857,628
2194654,TCGA-NI-A4U2-01,NRAS,normal,      -0.051,628
1900120,TCGA-E2-A14W-01,NRAS,normal,       0.543,414
2262814,TCGA-90-A59Q-01,NRAS,normal,      -1.594,418
2194271,TCGA-S9-A6U8-01,NRAS,normal,      -0.265,545
2194621,TCGA-CC-A3MA-01,NRAS,normal,       0.537,628
2198347,TCGA-D1-A1O5-01,NRAS,normal,      -0.656,419
2457454,TCGA-HV-A5A4-01,NRAS,normal,      -0.910,629
2198090,TCGA-HU-8608-01,NRAS,normal,       1.117,541
1900049,TCGA-D8-A1JC-01,NRAS,normal,      -0.259,414
2385666,TCGA-49-AARO-01,NRAS,normal,      -0.511,417
1915876,TCGA-FC-7708-01,NRAS,normal,      -1.336,435
2339608,TCGA-DH-A7UR-01,NRAS,normal,      -1.532,545
1474911,TCGA-23-2077-01,NRAS,normal,       0.782,331
2340543,TCGA-DD-AACI-01,NRAS,normal,      -1.306,628
1914104,TCGA-95-7948-01,NRAS,normal,       0.058,417
2262920,TCGA-EA-A411-01,NRAS,normal,       0.240,415
1779942,TCGA-BP-5173-01,NRAS,normal,      -1.198,416
1650919,TCGA-A6-2671-01,NRAS,normal,      -1.215,376
2457285,TCGA-DX-AB3C-01,NRAS,normal,       0.275,635
2193384,TCGA-EA-A5ZF-01,NRAS,normal,       0.255,415
2193409,TCGA-C5-A1BM-01,NRAS,over,       2.055,415
2340269,TCGA-VS-A950-01,NRAS,normal,       0.919,415
2340153,TCGA-CV-A45R-01,NRAS,normal,      -0.225,627
1650316,TCGA-AB-2824-03,NRAS,normal,      -0.917,377
2187251,TCGA-A2-A04T-01,NRAS,over,       2.025,414
1780012,TCGA-CW-6087-01,NRAS,normal,      -0.509,416
1650408,TCGA-AB-2916-03,NRAS,normal,      -0.341,377
1780236,TCGA-91-6831-01,NRAS,normal,       1.860,417
2269736,TCGA-R6-A6DN-01,NRAS,normal,       0.505,633
2339881,TCGA-DD-AADB-01,NRAS,normal,       1.585,628
1781825,TCGA-46-3769-01,NRAS,over,       2.561,418
1899883,TCGA-BH-A0B0-01,NRAS,normal,      -0.611,414
1651561,TCGA-AG-3887-01,NRAS,normal,      -0.127,375
1779906,TCGA-BP-4964-01,NRAS,normal,       0.764,416
1915891,TCGA-HC-7737-01,NRAS,normal,       0.792,435
2121519,TCGA-D3-A2JH-06,NRAS,normal,       1.068,540
2194771,TCGA-86-8056-01,NRAS,normal,       0.998,417
2339233,TCGA-VS-A8EG-01,NRAS,normal,       0.021,415
2198269,TCGA-AJ-A3NE-01,NRAS,normal,       0.906,419
2340043,TCGA-CC-A8HS-01,NRAS,normal,       0.908,628
1781298,TCGA-34-5241-01,NRAS,over,       3.074,418
1899934,TCGA-BH-A0H3-01,NRAS,normal,       0.443,414
1474996,TCGA-36-1568-01,NRAS,normal,      -1.189,331
1650331,TCGA-AB-2839-03,NRAS,normal,       0.967,377
2270213,TCGA-DX-A3U8-01,NRAS,normal,       1.249,635
2263343,TCGA-S9-A7IY-01,NRAS,normal,      -1.809,545
2194208,TCGA-HT-A5R9-01,NRAS,normal,      -0.805,545
2269765,TCGA-HS-A5NA-01,NRAS,normal,       0.208,635
2198321,TCGA-AX-A3G3-01,NRAS,normal,       0.784,419
2193282,TCGA-FD-A62P-01,NRAS,normal,      -0.453,413
1899836,TCGA-AR-A24N-01,NRAS,normal,       0.117,414
2195034,TCGA-90-7766-01,NRAS,normal,       0.864,418
1651097,TCGA-AA-A00E-01,NRAS,normal,      -0.130,376
2195081,TCGA-90-A4EE-01,NRAS,normal,      -0.840,418
2122184,TCGA-J8-A3NZ-01,NRAS,normal,       0.816,542
2193251,TCGA-K4-A3WS-01,NRAS,normal,      -1.066,413
1779468,TCGA-AO-A0JG-01,NRAS,normal,      -0.049,414
1651260,TCGA-D5-6898-01,NRAS,over,       3.143,376
1783401,TCGA-B5-A11G-01,NRAS,normal,      -0.454,419
2262907,TCGA-W8-A86G-01,NRAS,normal,      -1.167,414
1475031,TCGA-25-1625-01,NRAS,normal,      -0.740,331
1779806,TCGA-AS-3778-01,NRAS,normal,       0.003,416
2197919,TCGA-BR-A4PD-01,NRAS,normal,       0.175,541
1899970,TCGA-BH-A1EX-01,NRAS,normal,      -0.369,414
2385919,TCGA-NK-A7XE-01,NRAS,normal,      -1.326,418
1780846,TCGA-22-4595-01,NRAS,normal,       1.964,418
2193896,TCGA-BP-4344-01,NRAS,normal,       0.285,416
2385971,TCGA-KK-A7B4-01,NRAS,normal,       0.718,435
2120427,TCGA-B0-4824-01,NRAS,normal,      -0.502,416
2193839,TCGA-CN-A49B-01,NRAS,normal,      -0.532,627
1780137,TCGA-49-4490-01,NRAS,normal,      -0.640,417
2195107,TCGA-43-A56V-01,NRAS,normal,      -0.572,418
2178210,TCGA-19-1389-02,NRAS,normal,      -0.238,329
1779264,TCGA-A2-A04R-01,NRAS,normal,      -0.654,414
2262705,TCGA-A7-A6VY-01,NRAS,normal,       0.741,414
1650477,TCGA-AB-2991-03,NRAS,normal,       1.246,377
2194247,TCGA-DU-5852-01,NRAS,normal,       0.299,545
2193934,TCGA-A3-3317-01,NRAS,normal,       0.846,416
2194606,TCGA-CC-5258-01,NRAS,normal,       1.690,628
2385743,TCGA-CF-A9FM-01,NRAS,normal,      -1.152,413
2457268,TCGA-DX-AATS-01,NRAS,normal,       1.364,635
2194226,TCGA-FG-A70Z-01,NRAS,normal,      -0.246,545
2262788,TCGA-TM-A7C4-01,NRAS,normal,      -0.601,545
2187768,TCGA-E2-A570-01,NRAS,normal,      -0.332,414
1783370,TCGA-AX-A06B-01,NRAS,normal,       1.649,419
2340050,TCGA-DD-AADS-01,NRAS,normal,      -0.679,628
1781722,TCGA-43-6770-01,NRAS,normal,      -0.166,418
2198235,TCGA-ET-A40Q-01,NRAS,normal,      -0.837,542
2263031,TCGA-EB-A85J-01,NRAS,normal,       0.205,540
1651012,TCGA-AA-3664-01,NRAS,normal,      -0.376,376
1731173,TCGA-20-1682-01,NRAS,normal,       0.575,331
1900154,TCGA-E2-A1B1-01,NRAS,normal,       1.741,414
1913395,TCGA-B2-3923-01,NRAS,normal,      -1.777,416
2122100,TCGA-ET-A2MY-01,NRAS,normal,      -0.571,542
1651585,TCGA-AH-6643-01,NRAS,normal,      -1.114,375
2193623,TCGA-F7-7848-01,NRAS,normal,       1.521,627
2121507,TCGA-D3-A1QA-06,NRAS,normal,       0.406,540
2339897,TCGA-98-A53B-01,NRAS,normal,      -0.923,418
2262860,TCGA-FC-A4JI-01,NRAS,over,       2.522,435
1898137,TCGA-GV-A3JX-01,NRAS,normal,       0.643,413
1780054,TCGA-05-4384-01,NRAS,normal,      -0.888,417
2262730,TCGA-JW-A5VK-01,NRAS,normal,      -0.083,415
2340357,TCGA-VS-A954-01,NRAS,normal,      -0.496,415
2195131,TCGA-85-8666-01,NRAS,normal,       0.428,418
2122178,TCGA-H2-A3RI-01,NRAS,normal,      -0.894,542
1783320,TCGA-A5-A0GX-01,NRAS,under,      -2.067,419
2194341,TCGA-HT-7855-01,NRAS,normal,       0.540,545
1779789,TCGA-A3-3365-01,NRAS,normal,       1.526,416
1915899,TCGA-HI-7171-01,NRAS,normal,       1.804,435
2339308,TCGA-FG-A87N-01,NRAS,normal,       0.578,545
1797197,TCGA-EJ-5509-01,NRAS,normal,       0.418,435
2193490,TCGA-CN-A63W-01,NRAS,normal,      -0.834,627
2386246,TCGA-KP-A3W3-01,NRAS,over,       2.352,419
1651537,TCGA-AG-3593-01,NRAS,normal,      -0.450,375
1474918,TCGA-25-1319-01,NRAS,normal,       0.999,331
2194768,TCGA-MP-A4TJ-01,NRAS,normal,      -0.131,417
2194291,TCGA-FG-6689-01,NRAS,normal,      -0.750,545
2121487,TCGA-HC-8216-01,NRAS,over,       2.913,435
2457438,TCGA-TQ-A7RM-01,NRAS,normal,       1.644,545
2385865,TCGA-33-AASB-01,NRAS,under,      -2.197,418
1779641,TCGA-BH-A0HW-01,NRAS,normal,      -0.808,414
2197928,TCGA-BR-6456-01,NRAS,normal,       0.603,541
2120282,TCGA-12-1597-01,NRAS,normal,      -0.269,329
1899634,TCGA-A2-A0YD-01,NRAS,normal,       0.738,414
2193667,TCGA-CN-4738-01,NRAS,normal,      -0.188,627
2121908,TCGA-DJ-A3UN-01,NRAS,normal,      -1.015,542
1900054,TCGA-D8-A1JH-01,NRAS,normal,       0.255,414
2122161,TCGA-FY-A3NM-01,NRAS,normal,       0.307,542
2263247,TCGA-C5-A7X8-01,NRAS,normal,      -1.220,415
1899807,TCGA-AQ-A1H3-01,NRAS,normal,       0.251,414
2339631,TCGA-G3-AAV1-01,NRAS,over,       2.209,628
2197976,TCGA-IN-7806-01,NRAS,normal,      -0.088,541
2198224,TCGA-DJ-A3UZ-01,NRAS,normal,      -0.288,542
1731350,TCGA-61-1910-01,NRAS,normal,      -1.498,331
1779922,TCGA-BP-4987-01,NRAS,normal,       0.246,416
1651646,TCGA-G5-6572-01,NRAS,normal,      -1.271,375
2195224,TCGA-77-6842-01,NRAS,normal,       0.031,418
1783475,TCGA-BS-A0UL-01,NRAS,normal,      -0.765,419
2262890,TCGA-BJ-A18Z-01,NRAS,normal,       0.476,542
2262839,TCGA-QU-A6IL-01,NRAS,normal,      -1.573,435
2121587,TCGA-EB-A299-01,NRAS,normal,      -0.436,540
2195165,TCGA-77-8144-01,NRAS,normal,      -0.367,418
2197966,TCGA-BR-8680-01,NRAS,normal,      -0.396,541
2262695,TCGA-XF-A8HF-01,NRAS,normal,      -0.410,413
1783334,TCGA-AP-A056-01,NRAS,normal,       1.828,419
2339946,TCGA-EJ-A7NG-01,NRAS,normal,      -0.234,435
2385742,TCGA-CF-A9FH-01,NRAS,normal,      -1.024,413
1899689,TCGA-A8-A07Z-01,NRAS,normal,      -1.398,414
2340251,TCGA-XF-AAML-01,NRAS,normal,       0.797,413
1779989,TCGA-CJ-5677-01,NRAS,normal,       0.131,416
2121794,TCGA-GN-A264-06,NRAS,normal,       0.073,540
2193792,TCGA-CV-6962-01,NRAS,normal,      -1.317,627
2193321,TCGA-FU-A3YQ-01,NRAS,normal,      -0.169,415
2340623,TCGA-DD-AADK-01,NRAS,normal,      -0.526,628
2121457,TCGA-EJ-7125-01,NRAS,normal,       0.598,435
1651293,TCGA-DM-A28F-01,NRAS,normal,       0.436,376
2198113,TCGA-HU-A4GC-01,NRAS,normal,       0.481,541
1651616,TCGA-EI-6507-01,NRAS,normal,      -0.979,375
2187859,TCGA-A7-A4SD-01,NRAS,normal,       0.826,414
2269860,TCGA-NF-A4WX-01,NRAS,normal,       0.006,636
2195170,TCGA-98-8023-01,NRAS,normal,      -0.550,418
2197845,TCGA-BR-6803-01,NRAS,normal,      -1.227,541
2263163,TCGA-AC-A6IX-01,NRAS,normal,       0.070,414
2385675,TCGA-97-8176-01,NRAS,normal,      -0.017,417
2193204,TCGA-BT-A2LB-01,NRAS,normal,       0.308,413
2270111,TCGA-N9-A4Q1-01,NRAS,normal,       1.255,636
2197888,TCGA-HU-A4G9-01,NRAS,normal,       0.192,541
2386056,TCGA-2Y-A9H5-01,NRAS,normal,      -0.942,628
2340368,TCGA-KU-A6H7-06,NRAS,normal,      -1.254,627
1783342,TCGA-AP-A0L8-01,NRAS,normal,      -1.053,419
2121928,TCGA-DJ-A4UT-01,NRAS,normal,       0.204,542
1782159,TCGA-60-2711-01,NRAS,normal,      -0.110,418
2263253,TCGA-3L-AA1B-01,NRAS,normal,      -0.944,376
1783174,TCGA-85-6560-01,NRAS,normal,       1.957,418
2198166,TCGA-ET-A40T-01,NRAS,normal,      -0.247,542
2122186,TCGA-J8-A3O1-01,NRAS,over,       2.580,542
2194397,TCGA-DB-5279-01,NRAS,normal,      -1.354,545
2198217,TCGA-EM-A2CM-01,NRAS,normal,       0.485,542
1900185,TCGA-E9-A1N5-01,NRAS,normal,       0.304,414
1899898,TCGA-BH-A0BP-01,NRAS,normal,       0.084,414
2198038,TCGA-BR-8371-01,NRAS,normal,      -1.763,541
2196441,TCGA-24-1924-01,NRAS,normal,       0.970,331
2262701,TCGA-AC-A62X-01,NRAS,over,       2.203,414
1780003,TCGA-CJ-6033-01,NRAS,normal,      -0.505,416
2194849,TCGA-62-8399-01,NRAS,over,       2.217,417
2198298,TCGA-AJ-A3OL-01,NRAS,normal,      -0.528,419
2121582,TCGA-DA-A3F5-06,NRAS,normal,      -1.257,540
2195211,TCGA-56-7822-01,NRAS,normal,      -1.257,418
2121860,TCGA-DJ-A13O-01,NRAS,normal,      -0.510,542
2386131,TCGA-UU-A93S-01,NRAS,normal,      -0.243,414
2269815,TCGA-DX-A6BG-01,NRAS,normal,       1.492,635
2194427,TCGA-DU-A76K-01,NRAS,normal,      -0.904,545
2122118,TCGA-ET-A3BO-01,NRAS,normal,       0.195,542
1474940,TCGA-25-1322-01,NRAS,normal,       1.065,331
2193537,TCGA-CR-7392-01,NRAS,normal,       0.029,627
2386090,TCGA-DJ-A13L-01,NRAS,normal,       0.494,542
2122170,TCGA-FY-A3W9-01,NRAS,normal,       0.226,542
2197597,TCGA-J4-A67M-01,NRAS,normal,      -1.458,435
1914080,TCGA-86-6851-01,NRAS,normal,      -0.457,417
2120362,TCGA-41-2571-01,NRAS,normal,      -1.205,329
2262928,TCGA-C5-A7UC-01,NRAS,normal,       1.785,415
2385875,TCGA-56-8309-01,NRAS,normal,      -0.477,418
2193228,TCGA-E7-A3Y1-01,NRAS,normal,      -1.499,413
2269763,TCGA-GR-A4D9-01,NRAS,normal,       1.304,632
2386236,TCGA-D1-A3JQ-01,NRAS,normal,       0.395,419
1899613,TCGA-A2-A0CW-01,NRAS,normal,      -0.443,414
2270186,TCGA-OR-A5JZ-01,NRAS,normal,      -0.437,631
1783418,TCGA-B5-A1MU-01,NRAS,normal,       0.634,419
1797151,TCGA-CH-5737-01,NRAS,normal,      -0.182,435
1915894,TCGA-HC-7747-01,NRAS,normal,      -0.387,435
2194400,TCGA-DU-7014-01,NRAS,normal,       0.517,545
1651265,TCGA-D5-6926-01,NRAS,normal,       1.410,376
2193345,TCGA-EK-A2PK-01,NRAS,over,       2.064,415
1475049,TCGA-61-1736-01,NRAS,normal,      -0.144,331
2196445,TCGA-24-1430-01,NRAS,normal,      -0.510,331
2194366,TCGA-DU-5849-01,NRAS,normal,      -1.610,545
2385763,TCGA-E7-A97P-01,NRAS,normal,       0.753,413
2193906,TCGA-AK-3443-01,NRAS,normal,      -0.953,416
2386230,TCGA-5B-A90C-01,NRAS,over,       3.392,419
1783376,TCGA-AX-A0J0-01,NRAS,normal,       0.873,419
1651224,TCGA-CM-6162-01,NRAS,normal,       0.840,376
2121775,TCGA-FS-A4F4-06,NRAS,normal,      -1.278,540
1899735,TCGA-A8-A0A4-01,NRAS,normal,      -1.158,414
2193373,TCGA-LP-A4AW-01,NRAS,normal,      -1.919,415
2380409,TCGA-BF-AAP6-01,NRAS,normal,       1.246,540
2385792,TCGA-XF-AAMY-01,NRAS,normal,      -1.444,413
2121666,TCGA-EE-A2GP-06,NRAS,over,       5.057,540
2194175,TCGA-DH-5140-01,NRAS,normal,       1.058,545
2269767,TCGA-IG-A3QL-01,NRAS,normal,      -0.760,633
2270260,TCGA-LN-A8I1-01,NRAS,normal,      -1.751,633
1475021,TCGA-24-1417-01,NRAS,normal,       0.814,331
2194364,TCGA-HT-A614-01,NRAS,normal,       0.120,545
2386054,TCGA-2Y-A9H3-01,NRAS,normal,      -1.280,628
2195160,TCGA-34-7107-01,NRAS,normal,      -1.212,418
2197826,TCGA-EB-A51B-01,NRAS,normal,       1.625,540
1898131,TCGA-GD-A2C5-01,NRAS,normal,       0.091,413
2122119,TCGA-ET-A3BP-01,NRAS,normal,      -0.856,542
1899626,TCGA-A2-A0EY-01,NRAS,normal,      -0.105,414
2269890,TCGA-DX-A8BZ-01,NRAS,normal,      -0.291,635
1899694,TCGA-A8-A085-01,NRAS,normal,       1.422,414
1781563,TCGA-39-5031-01,NRAS,normal,      -0.261,418
2339773,TCGA-DK-AA6T-01,NRAS,normal,       0.015,413
2193794,TCGA-CV-A461-01,NRAS,normal,      -1.631,627
2196492,TCGA-IB-7888-01,NRAS,normal,       0.334,629
2193621,TCGA-CX-7219-01,NRAS,normal,       0.237,627
1900225,TCGA-E9-A245-01,NRAS,normal,      -0.993,414
2122159,TCGA-FY-A3I4-01,NRAS,normal,      -0.336,542
1899819,TCGA-AR-A1AL-01,NRAS,normal,       0.098,414
2339457,TCGA-EJ-A8FN-01,NRAS,normal,      -0.290,435
2194589,TCGA-DD-A1EL-01,NRAS,over,       3.110,628
1779253,TCGA-DK-A1AB-01,NRAS,normal,       1.399,413
2385882,TCGA-63-A5MM-01,NRAS,normal,      -1.001,418
1779846,TCGA-B0-5121-01,NRAS,normal,      -0.782,416
2121607,TCGA-EB-A4IS-01,NRAS,normal,       0.285,540
1914103,TCGA-95-7947-01,NRAS,normal,      -0.785,417
1900132,TCGA-E2-A15A-01,NRAS,normal,       0.985,414
2339610,TCGA-DU-A7TD-01,NRAS,normal,       1.435,545
1779821,TCGA-B0-5075-01,NRAS,normal,      -0.218,416
2195013,TCGA-43-8118-01,NRAS,normal,      -0.461,418
2194144,TCGA-HT-7902-01,NRAS,normal,      -0.133,545
2269703,TCGA-L5-A43M-01,NRAS,normal,      -0.214,633
2457502,TCGA-AC-A3W7-01,NRAS,normal,      -0.634,414
1900249,TCGA-EW-A1P6-01,NRAS,normal,       0.664,414
1900235,TCGA-EW-A1J1-01,NRAS,over,       2.208,414
2339720,TCGA-TP-A8TV-01,NRAS,normal,      -0.347,435
1780912,TCGA-22-4607-01,NRAS,over,       2.515,418
2120533,TCGA-DV-5569-01,NRAS,normal,       0.475,416
2270071,TCGA-DX-A6B8-01,NRAS,normal,       1.359,635
2263156,TCGA-DE-A69K-01,NRAS,normal,      -0.350,542
2339878,TCGA-UB-A7MF-01,NRAS,normal,      -0.613,628
2120293,TCGA-14-1034-02,NRAS,over,       2.803,329
1651197,TCGA-CK-5913-01,NRAS,normal,      -0.897,376
1899762,TCGA-AN-A0FX-01,NRAS,normal,       0.425,414
2122105,TCGA-ET-A2N5-01,NRAS,normal,      -0.803,542
2194804,TCGA-55-7724-01,NRAS,normal,       1.444,417
2198277,TCGA-DI-A2QT-01,NRAS,normal,      -1.000,419
1338018,TCGA-15-0742-01,NRAS,normal,      -0.330,329
1783441,TCGA-BG-A0VW-01,NRAS,normal,      -0.524,419
2122183,TCGA-IM-A3U3-01,NRAS,normal,      -0.430,542
2194893,TCGA-97-8171-01,NRAS,normal,      -1.613,417
2121820,TCGA-BJ-A192-01,NRAS,normal,      -0.923,542
2193556,TCGA-CV-6942-01,NRAS,normal,      -0.203,627
2185862,TCGA-OD-A75X-06,NRAS,normal,       1.662,540
1899744,TCGA-AN-A049-01,NRAS,normal,       1.090,414
2194551,TCGA-ED-A82E-01,NRAS,normal,       0.374,628
2339960,TCGA-LH-A9QB-06,NRAS,normal,      -0.595,540
1780232,TCGA-80-5611-01,NRAS,normal,       1.767,417
1914038,TCGA-69-7764-01,NRAS,normal,      -0.249,417
1910209,TCGA-06-0219-01,NRAS,normal,       1.568,329
1650440,TCGA-AB-2948-03,NRAS,normal,      -0.423,377
2187782,TCGA-D8-A1XQ-01,NRAS,normal,       1.152,414
2270284,TCGA-WK-A8XZ-01,NRAS,normal,      -1.378,635
2198201,TCGA-DE-A4MA-01,NRAS,normal,      -1.832,542
2122106,TCGA-ET-A39I-01,NRAS,normal,      -0.257,542
2270172,TCGA-L5-A8NQ-01,NRAS,normal,      -0.940,633
2195051,TCGA-77-8136-01,NRAS,normal,      -1.010,418
2339229,TCGA-JW-A5VH-01,NRAS,normal,       0.971,415
1651008,TCGA-AA-3655-01,NRAS,normal,       0.511,376
1900228,TCGA-E9-A249-01,NRAS,normal,       0.075,414
2339225,TCGA-VS-A9V1-01,NRAS,normal,      -0.182,415
2385959,TCGA-KC-A7F6-01,NRAS,normal,       0.149,435
1780355,TCGA-18-3414-01,NRAS,normal,       1.024,418
1779448,TCGA-AO-A03O-01,NRAS,normal,       1.562,414
2121661,TCGA-EE-A2GK-06,NRAS,normal,       0.216,540
2196480,TCGA-H6-8124-01,NRAS,over,       2.172,629
2194792,TCGA-44-A479-01,NRAS,normal,       0.223,417
2198471,TCGA-BG-A3PP-01,NRAS,normal,       0.154,419
1900021,TCGA-C8-A1HI-01,NRAS,normal,      -0.749,414
2122026,TCGA-EM-A1CW-01,NRAS,normal,       0.231,542
1651595,TCGA-CI-6624-01,NRAS,normal,       0.848,375
2121964,TCGA-EL-A3CV-01,NRAS,over,       4.077,542
2193494,TCGA-HD-8634-01,NRAS,normal,       0.104,627
2270139,TCGA-DX-A3LU-01,NRAS,normal,      -0.501,635
2386027,TCGA-ZG-A9L2-01,NRAS,normal,      -0.239,435
2269919,TCGA-KN-8429-01,NRAS,under,      -2.289,634
2385772,TCGA-K4-AAQO-01,NRAS,normal,      -0.735,413
2270014,TCGA-KL-8337-01,NRAS,under,      -3.356,634
2194111,TCGA-AB-2921-03,NRAS,normal,      -0.544,377
2194382,TCGA-HT-7677-01,NRAS,normal,      -0.822,545
2195190,TCGA-58-A46L-01,NRAS,normal,      -1.100,418
2120487,TCGA-BP-4787-01,NRAS,normal,      -0.352,416
2193669,TCGA-CN-6998-01,NRAS,normal,      -0.096,627
2193372,TCGA-HM-A4S6-01,NRAS,normal,      -0.107,415
2187849,TCGA-AC-A23G-01,NRAS,normal,      -0.212,414
2193870,TCGA-CV-7432-01,NRAS,normal,       1.118,627
1651127,TCGA-AA-A029-01,NRAS,normal,      -0.643,376
1797176,TCGA-CH-5772-01,NRAS,over,       2.551,435
1899890,TCGA-BH-A0B9-01,NRAS,over,       3.324,414
2193626,TCGA-CN-5363-01,NRAS,normal,       0.153,627
2262718,TCGA-C5-A8YT-01,NRAS,normal,      -0.863,415
2194879,TCGA-55-8091-01,NRAS,normal,      -1.105,417
2270287,TCGA-X9-A973-01,NRAS,normal,      -0.385,635
2194823,TCGA-86-8674-01,NRAS,normal,      -0.756,417
2457422,TCGA-E1-A7YL-01,NRAS,normal,      -0.651,545
1779525,TCGA-B6-A0IA-01,NRAS,normal,      -0.440,414
2195123,TCGA-58-A46J-01,NRAS,normal,      -0.367,418
1650481,TCGA-AB-2995-03,NRAS,normal,      -0.734,377
2121798,TCGA-GN-A268-06,NRAS,normal,       1.767,540
1900084,TCGA-D8-A1XW-01,NRAS,over,       5.128,414
2121685,TCGA-EE-A2MN-06,NRAS,normal,       0.689,540
2121782,TCGA-FW-A3I3-06,NRAS,normal,       1.237,540
2262723,TCGA-DS-A7WF-01,NRAS,normal,      -0.283,415
2197609,TCGA-EJ-8472-01,NRAS,under,      -2.232,435
2194875,TCGA-55-8207-01,NRAS,normal,      -0.263,417
2121588,TCGA-EB-A3HV-01,NRAS,normal,      -1.922,540
2262943,TCGA-B8-A54H-01,NRAS,normal,      -0.348,416
2193434,TCGA-AA-A02E-01,NRAS,normal,      -0.570,376
2339825,TCGA-CN-A49C-01,NRAS,normal,      -0.368,627
2339198,TCGA-XF-AAMQ-01,NRAS,normal,       0.343,413
1651048,TCGA-AA-3846-01,NRAS,normal,       1.887,376
1900116,TCGA-E2-A14R-01,NRAS,normal,       1.087,414
2262875,TCGA-GN-A4U9-06,NRAS,normal,       1.553,540
2197616,TCGA-M7-A721-01,NRAS,normal,      -0.176,435
2386251,TCGA-SJ-A6ZJ-01,NRAS,normal,      -1.216,419
2339954,TCGA-D3-A8GN-06,NRAS,normal,      -0.479,540
2120523,TCGA-CZ-4854-01,NRAS,normal,      -0.982,416
1650450,TCGA-AB-2964-03,NRAS,normal,       0.264,377
2385967,TCGA-KK-A7AW-01,NRAS,normal,      -1.483,435
2194184,TCGA-HW-7493-01,NRAS,normal,      -0.170,545
2194297,TCGA-CS-6290-01,NRAS,normal,      -0.085,545
1899829,TCGA-AR-A1AW-01,NRAS,normal,       0.937,414
2386026,TCGA-ZG-A9L1-01,NRAS,normal,       0.922,435
2385924,TCGA-O2-A52W-01,NRAS,normal,       0.231,418
2122136,TCGA-ET-A40S-01,NRAS,normal,      -0.174,542
